src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,257.0,2980.0,13.58,0.669,0.0
1,0,256.0,3000.0,13.58,0.342,0.0
0,2,257.0,3560.0,7.961,0.684,8.0
2,0,257.0,3050.0,7.961,0.816,10.0
0,3,257.0,2980.0,4.739,1.09,0.0
3,0,256.0,3000.0,4.739,0.437,0.0
0,4,257.0,3000.0,5.517,0.205,0.0
4,0,256.0,2990.0,5.517,0.473,0.0
0,5,257.0,2980.0,7.687,1.375,0.0
5,0,255.0,3000.0,7.687,0.665,0.0
1,2,257.0,3300.0,6.034,0.685,5.0
2,1,257.0,3180.0,6.034,0.554,8.0
1,3,256.0,3000.0,3.059,0.055,0.0
3,1,256.0,2990.0,3.059,0.359,0.0
1,4,257.0,3110.0,4.858,0.484,1.0
4,1,257.0,3050.0,4.858,0.384,0.0
1,5,257.0,2970.0,6.823,0.993,0.0
5,1,255.0,3000.0,6.823,0.416,0.0
2,3,257.0,2980.0,4.674,0.721,0.0
3,2,256.0,3000.0,4.674,0.291,0.0
2,4,257.0,3110.0,3.156,0.296,2.0
4,2,257.0,3080.0,3.156,0.131,2.0
2,5,257.0,2980.0,4.731,0.654,0.0
5,2,256.0,3000.0,4.731,0.392,0.0
3,4,257.0,2990.0,2.964,0.376,0.0
4,3,256.0,3000.0,2.964,0.066,0.0
3,5,257.0,2990.0,4.722,0.569,0.0
5,3,256.0,3000.0,4.722,0.225,0.0
4,5,257.0,2990.0,2.776,0.474,0.0
5,4,256.0,3000.0,2.776,0.162,0.0
